ranked languages,root language,second language,word,word count
French,French,,abandonment,1
French,French,,abatement,1
"Greek,Old French,French",Greek,Old French,abbot,1
,,,abbot's,1
"French,Old French",French,Old French,abbreviation,1
French,French,,abdominal,1
French,French,,aberration,1
,,,abetting,1
,,,abhors,1
,,,abilities,1
,,,abluted,1
,,,ablutions,1
"Old French,Greek,French",Old French,Greek,abnormal,1
,,,abnormally,1
"French,Old French",French,Old French,abominable,1
"French,Old French",French,Old French,abound,1
,,,abraded,1
,,,abraham,1
,,,abram,1
,,,abrines,1
French,French,,abrupt,1
French,French,,abscission,1
,,,absences,1
,,,absorbing,1
,,,absorbs,1
French,French,,abstemious,1
,,,abstract,1
,,,abstractedly,1
"French,Old French",French,Old French,absurdity,1
,,,abulafia,1
,,,acceded,1
,,,accelerated,1
French,French,,acceleration,1
,,,accents,1
,,,accep,1
French,French,,acceptance,1
,,,accepts,1
"French,Old French",French,Old French,accessible,1
French,French,,accidence,1
,,,accidental,1
,,,accidentally,1
,,,acclaim,1
,,,acclimatised,1
,,,accommodated,1
,,,accommodatingly,1
,,,accomplices,1
French,French,,accomplishment,1
"French,Greek,Old French",French,Greek,accordion,1
,,,accosting,1
"French,Old French",French,Old French,accountant,1
French,French,,accounting,1
,,,accretions,1
,,,accumulated,1
French,French,,accumulation,1
,,,accuracy,1
,,,accusations,1
"French,Old French",French,Old French,accuse,1
"Latin,Greek,Old French,French",Latin,Greek,ache,1
,,,aches,1
"French,Old French",French,Old French,achieve,1
,,,achieved,1
,,,achieving,1
,,,aching,1
French,French,,acidulous,1
French,French,,acknowledge,1
,,,acknowledged,1
,,,acknowledgment,1
,,,acky,1
French,French,,acme,1
"French,Old French",French,Old French,acoustic,1
"French,Old French",French,Old French,acquaint,1
,,,acquainted,1
,,,acquiesced,1
,,,acquirable,1
,,,acracking,1
,,,acres,1
"French,Old French",French,Old French,acrimony,1
"Old French,French",Old French,French,acrostic,1
,,,actions,1
,,,actively,1
,,,actors,1
French,French,,actress,1
"French,Greek,Old French",French,Greek,actuality,1
French,French,,actuate,1
French,French,,acumen,1
,,,acuminated,1
,,,adamant,1
,,,adams,1
,,,adaptable,1
"French,Old French",French,Old French,adaptation,1
,,,adapted,1
,,,addenda,1
,,,adderly,1
,,,adders,1
,,,addleaddle,1
,,,addled,1
,,,addressing,1
,,,adelaide,1
,,,adelite,1
,,,adepts,1
,,,ades,1
,,,adhering,1
,,,adhesive,1
"French,Old French",French,Old French,adjourn,1
,,,admirals,1
,,,admirer,1
,,,admonisher,1
,,,admonishing,1
"French,Old French",French,Old French,ado,1
"French,Old French",French,Old French,adolescence,1
,,,adopted,1
,,,adored,1
,,,adread,1
,,,adrinking,1
,,,adulterated,1
French,French,,adulteration,1
,,,adulterous,1
,,,adulterously,1
,,,advance,1
,,,advancing,1
"Old French,French",Old French,French,advantageous,1
,,,adventures,1
,,,adversion,1
,,,advertising,1
,,,advisable,1
,,,adviser,1
,,,advisers,1
,,,advocating,1
,,,aerated,1
,,,aeroliths,1
,,,aeronautic,1
,,,aeronautical,1
,,,afasting,1
,,,affianced,1
,,,affidavits,1
,,,affiliated,1
,,,affinities,1
"French,Old French",French,Old French,affinity,1
,,,affirmations,1
"French,Old French",French,Old French,affirmative,1
,,,affirmatively,1
,,,affirming,1
,,,affixed,1
French,French,,afflatus,1
,,,affly,1
"Old French,French",Old French,French,afford,1
,,,aflame,1
French,French,,afloat,1
,,,afresh,1
,,,afterclang,1
,,,aftercourse,1
,,,afterlife,1
,,,afterwit,1
"French,Greek,Old French,Latin",French,Greek,agate,1
,,,agatha,1
,,,agenbuyer,1
,,,agencies,1
French,French,,agenda,1
,,,agglutinated,1
,,,aggravating,1
,,,agitations,1
,,,aglitter,1
French,French,,agnostic,1
,,,agog,1
,,,agone,1
,,,agonies,1
,,,agreeableness,1
,,,agrin,1
,,,ahasuerus,1
,,,ahbeesee,1
,,,aheah,1
,,,aherlow,1
,,,ahome,1
,,,ahorizontal,1
,,,ahoy,1
,,,ahumming,1
,,,ahunger,1
,,,aided,1
,,,aiding,1
,,,aids,1
,,,aimed,1
,,,aimless,1
,,,airbladders,1
,,,airhole,1
,,,airing,1
,,,airslits,1
,,,aiulella,1
,,,akeled,1
,,,akin,1
"Old French,French",Old French,French,al,1
"French,Greek,Old French",French,Greek,alabaster,1
,,,alack,1
,,,alarmclock,1
,,,alarmed,1
,,,alba,1
"Greek,Latin,Sanskrit,Old French,French",Greek,Latin,albatross,1
,,,albeit,1
,,,alberta,1
,,,albuminoid,1
,,,alchemists,1
,,,alcibiades,1
,,,alcoholic,1
,,,aldborough,1
,,,aldebaran,1
,,,alec,1
,,,alemates,1
,,,aleph,1
,,,alessandro,1
,,,alevats,1
,,,alexandra,1
,,,alexandria,1
,,,alfred,1
,,,algate,1
,,,algeciras,1
,,,alice,1
,,,alicui,1
"French,Old French",French,Old French,alien,1
,,,alienated,1
"French,Old French",French,Old French,alienation,1
,,,alighieri,1
,,,aligned,1
French,French,,aliment,1
French,French,,alimentary,1
,,,aliquid,1
,,,allegations,1
"French,Old French",French,Old French,allege,1
,,,alleled,1
,,,allelujurum,1
,,,allen,1
,,,alleviated,1
"French,Old French,Latin,Greek",French,Old French,alley,1
,,,alleyne,1
,,,allfather,1
,,,allhorse,1
,,,allied,1
,,,allpowerful,1
,,,allpox,1
,,,allround,1
,,,allroundman,1
,,,allruthful,1
,,,alluded,1
,,,alluring,1
,,,allusions,1
French,French,,alluvial,1
,,,allwisest,1
,,,allwombing,1
,,,allwool,1
,,,ally,1
,,,almosting,1
"Old Norse,Germanic,Norse,Sanskrit,Latin,Old French,French,Greek,German",Old Norse,Germanic,alms,1
,,,alongside,1
"French,Old French,Greek",French,Old French,aloof,1
,,,alors,1
,,,aloud,1
"Greek,Old French,French",Greek,Old French,alpaca,1
,,,alpenstocks,1
,,,alphabetical,1
,,,alphabets,1
,,,alphonsus,1
,,,altarlist,1
,,,altarrails,1
,,,altars,1
,,,alternating,1
,,,alternatives,1
,,,alther,1
,,,altruism,1
,,,amalgamation,1
,,,amant,1
,,,amassed,1
French,French,,amatory,1
,,,amawf,1
,,,amawfullyglad,1
,,,amazing,1
"French,Old French,Latin,Greek",French,Old French,amber,1
,,,amberoid,1
,,,ambitions,1
French,French,,ambitious,1
"French,Greek,Old French",French,Greek,amble,1
"Old French,French",Old French,French,ambrosial,1
"French,Old French,Greek",French,Old French,ambulance,1
"Old French,French",Old French,French,ambush,1
,,,ambushed,1
,,,ameliorating,1
"French,Old French,Greek,Sanskrit,Latin",French,Old French,amend,1
,,,amending,1
,,,amicability,1
,,,amidships,1
,,,amiss,1
"French,Old French",French,Old French,amity,1
"French,Greek,Old French",French,Greek,amnesty,1
,,,amor,1
"French,Old French",French,Old French,amorous,1
,,,amort,1
French,French,,amortisation,1
,,,amounting,1
,,,amounts,1
,,,amused,1
,,,amusingly,1
"Old French,French",Old French,French,anachronism,1
,,,anacoustic,1
,,,anagrams,1
"Old French,French",Old French,French,analogous,1
,,,anapocryphal,1
"Greek,Old French,French",Greek,Old French,anatomically,1
"French,Greek,Old French",French,Greek,anatomy,1
"French,Old French",French,Old French,ancestry,1
,,,andalusian,1
,,,andrews,1
,,,andromeda,1
,,,andy,1
,,,anearby,1
"French,Greek,Old French",French,Greek,anemone,1
,,,anemones,1
"Old French,French",Old French,French,anent,1
,,,angelus,1
,,,angered,1
,,,anglican,1
,,,animadversions,1
,,,animality,1
,,,animated,1
French,French,,animation,1
,,,animosities,1
"French,Old French",French,Old French,animosity,1
"Old French,Sanskrit,Latin,French,Greek,Norse",Old French,Sanskrit,ankle,1
,,,ann's,1
,,,anna,1
,,,anniversaries,1
"French,Old French",French,Old French,announcement,1
,,,announcing,1
"French,Old French,Greek",French,Old French,annoy,1
,,,annoying,1
,,,annually,1
,,,annuals,1
"French,Old French",French,Old French,annular,1
,,,annum,1
"Old French,French",Old French,French,anonymous,1
,,,answ,1
"French,Greek,Old French,Latin",French,Greek,antarctic,1
"French,Old French",French,Old French,antediluvian,1
,,,antelucan,1
French,French,,anterior,1
,,,antesatisfaction,1
,,,anthony,1
"Old French,French",Old French,French,antichrist,1
,,,anticipated,1
,,,anticipatorily,1
,,,antiphoned,1
,,,antiques,1
,,,antrim,1
,,,ants,1
"French,Old French",French,Old French,anxiety,1
French,French,,anxious,1
,,,anycock,1
,,,anythingarian,1
French,French,,anywise,1
"French,Greek,Old French",French,Greek,apathy,1
,,,apertly,1
French,French,,aperture,1
,,,apertures,1
,,,apes,1
"Old French,French",Old French,French,aphelion,1
,,,apocrypha,1
,,,apodosis,1
,,,apogean,1
,,,apollo,1
"French,Greek,Old French",French,Greek,apologetic,1
French,French,,apologise,1
,,,apologising,1
"Old French,French,Greek",Old French,French,apology,1
"French,Greek,Old French",French,Greek,apoplectic,1
"Latin,Greek,Old French,French",Latin,Greek,apostle,1
,,,apostles,1
"French,Greek,Old French,Latin",French,Greek,apostrophe,1
,,,apothecaries,1
,,,apothegms,1
,,,apout,1
,,,apparitions,1
,,,appeased,1
"French,Old French",French,Old French,appellation,1
,,,appendage,1
,,,appending,1
,,,appetisingly,1
French,French,,applause,1
,,,applies,1
,,,applying,1
,,,appointing,1
French,French,,apposite,1
French,French,,apposition,1
French,French,,appreciate,1
,,,appreciative,1
,,,appreciatively,1
"French,Old French,Greek",French,Old French,apprehend,1
,,,apprehending,1
,,,approved,1
,,,approximate,1
,,,approximated,1
,,,apricots,1
,,,aq,1
,,,aquacities,1
,,,aquacity,1
French,French,,aqueduct,1
,,,aquinas,1
,,,aquiring,1
,,,ar,1
,,,arabs,1
,,,aram,1
,,,aran,1
French,French,,arboreal,1
,,,arborescence,1
,,,arbutus,1
,,,archaeological,1
"French,Greek,Old French,Latin",French,Greek,archangel,1
,,,archangels,1
"Greek,Old French,French",Greek,Old French,archbishop,1
,,,archdiocese,1
,,,arching,1
,,,archipelagos,1
"French,Greek,Old French,Latin",French,Greek,architect,1
,,,architecturally,1
"French,Old French",French,Old French,architecture,1
,,,archway,1
,,,arctic,1
,,,arcturus,1
"French,Old French,Greek",French,Old French,ardent,1
,,,ardentbold,1
,,,ardilaun,1
,,,ardri,1
,,,arecanut,1
French,French,,arena,1
,,,arenary,1
,,,argal,1
,,,argive,1
,,,argol,1
,,,argos,1
"French,Old French",French,Old French,argue,1
,,,argus,1
"French,Old French",French,Old French,arid,1
,,,aries,1
"French,Old French",French,Old French,arise,1
,,,arising,1
"French,Greek,Old French",French,Greek,aristocracy,1
French,French,,aristocrat,1
"French,Old French",French,Old French,aristocratic,1
"Old French,French",Old French,French,armada,1
,,,armageddon,1
,,,armchair,1
,,,armlet,1
,,,armorial,1
,,,armpits,1
,,,armstrap,1
,,,arnold,1
,,,arnott,1
"Old French,French",Old French,French,aroma,1
,,,aroon,1
,,,arran,1
"French,Old French",French,Old French,arrears,1
,,,arruginated,1
,,,ars,1
,,,arsing,1
"French,Old French,Greek",French,Old French,arson,1
"French,Greek,Old French,Latin",French,Greek,artery,1
,,,artesian,1
,,,artichokes,1
"French,Old French",French,Old French,artifice,1
,,,artilleryman,1
,,,artists,1
,,,artium,1
,,,arval,1
"French,Old French",French,Old French,ascendant,1
,,,ascended,1
French,French,,ascension,1
,,,ascents,1
French,French,,ascertain,1
,,,ascertained,1
,,,ascot,1
,,,ascribed,1
French,French,,ashore,1
,,,ashpit,1
,,,ashplanthandle,1
,,,ashplants,1
,,,asia,1
,,,aslant,1
"French,Old French,Greek",French,Old French,asperity,1
,,,asphalted,1
,,,aspiration,1
,,,aspirations,1
French,French,,assailant,1
,,,assailed,1
,,,assassination,1
,,,asserted,1
"French,Old French",French,Old French,assertion,1
"French,Old French",French,Old French,assets,1
French,French,,assiduous,1
,,,assigning,1
"French,Old French",French,Old French,assignment,1
French,French,,assistance,1
,,,assists,1
,,,assizes,1
,,,associated,1
French,French,,assume,1
,,,assurances,1
,,,astern,1
French,French,,astir,1
"French,Old French,Greek",French,Old French,astonish,1
,,,astonished,1
,,,astonishing,1
,,,astrological,1
"French,Greek,Old French",French,Greek,astronomy,1
,,,astroscopist,1
"Old French,French",Old French,French,astute,1
,,,astuter,1
French,French,,asunder,1
"Old French,French",Old French,French,asylum,1
,,,asymmetrical,1
,,,atavistic,1
"French,Old French",French,Old French,atelier,1
,,,atheists,1
,,,athena,1
,,,athens,1
,,,athirst,1
,,,athlone,1
,,,athwart,1
,,,atkinson,1
,,,atlantic,1
French,French,,atlas,1
,,,atmospheric,1
,,,atmospherics,1
,,,atolls,1
"Old French,French",Old French,French,atom,1
,,,atoms,1
,,,atoned,1
,,,atonement,1
,,,atop,1
,,,atrot,1
"Old French,French",Old French,French,attachment,1
,,,attacked,1
"French,Old French",French,Old French,attain,1
French,French,,attainder,1
,,,attaining,1
,,,attempts,1
"French,Old French",French,Old French,attend,1
,,,attentions,1
"French,Old French",French,Old French,attentive,1
,,,attentiveness,1
"Old French,French",Old French,French,attic,1
,,,attired,1
,,,attires,1
"Old French,French,Greek",Old French,French,attorney,1
French,French,,attract,1
,,,attractions,1
,,,attributable,1
French,French,,attribute,1
"French,Old French",French,Old French,au,1
,,,aubrey,1
,,,auctioneer,1
,,,auctions,1
"French,Old French,Greek",French,Old French,audacious,1
"French,Old French",French,Old French,audible,1
,,,audibly,1
,,,auditive,1
,,,auditively,1
"French,Old French",French,Old French,auditor,1
French,French,,auditorium,1
,,,augmenting,1
,,,augur,1
,,,auguries,1
"French,Old French",French,Old French,augury,1
,,,augustine,1
"Greek,Old French,French",Greek,Old French,auk,1
,,,auk's,1
,,,auks,1
,,,aungier,1
,,,aureoling,1
,,,auric,1
,,,auriga,1
"Old French,French,Greek,Latin",Old French,French,aurora,1
,,,austin,1
,,,australians,1
,,,austro-hungarian,1
"French,Greek,Old French",French,Greek,authentic,1
,,,author-journalist,1
"French,Old French,Greek",French,Old French,authority,1
,,,authors,1
French,French,,autonomy,1
,,,auxiliary,1
,,,avenger,1
,,,avenues,1
"French,Old French",French,Old French,aver,1
,,,average,1
,,,averred,1
,,,averroes,1
"French,Old French",French,Old French,aversion,1
"French,Old French",French,Old French,avid,1
,,,avine,1
,,,avoiding,1
,,,avon,1
"French,Old French",French,Old French,avow,1
,,,avowal,1
,,,awaited,1
,,,awast,1
,,,awave,1
,,,awfullygladaseeagain,1
"Greek,Sanskrit,Old French,French,Latin",Greek,Sanskrit,awl,1
,,,awned,1
,,,awoke,1
,,,awokwokawok,1
,,,axioms,1
"Old French,Sanskrit,Greek,French,Latin",Old French,Sanskrit,axle,1
,,,aztecs,1
"French,Old French,Greek",French,Old French,azure,1
,,,azured,1
,,,a—well,1
,,,b.a,1
,,,b.c,1
,,,baaaa,1
,,,baaaahabaaa,1
,,,babemaries,1
,,,babes,1
,,,babyclothes,1
,,,babyish,1
,,,baccy,1
,,,bachelors,1
,,,bacilikil,1
,,,bacilli,1
,,,backdoors,1
,,,backers,1
French,French,,backgammon,1
,,,backhands,1
,,,backmost,1
,,,backslapping,1
,,,backstairs,1
,,,baconflitches,1
,,,baconhogs,1
"Old French,French,Greek",Old French,French,bacteria,1
,,,badhachs,1
,,,baggot,1
,,,baggy,1
,,,bagman,1
,,,bagstrousers,1
,,,bah,1
,,,bailer,1
"Old French,French",Old French,French,bailey,1
,,,bailiffs,1
,,,baited,1
,,,bak,1
,,,baked,1
French,French,,baker,1
,,,baking,1
,,,balances,1
,,,balancing,1
,,,balbriggan,1
,,,baldhead,1
,,,baldheaded,1
,,,baldpink,1
,,,baldynoddle,1
,,,balks,1
,,,balldresses,1
,,,ballina,1
,,,ballocknaked,1
French,French,,ballocks,1
,,,balloon,1
,,,ballrooms,1
,,,ballsbridge,1
,,,ballyhooly,1
,,,ballykinlar,1
,,,balor,1
"French,Old French",French,Old French,balustrade,1
,,,bamboozled,1
,,,banba,1
,,,banbury,1
,,,banderilleros,1
,,,bandez,1
,,,bandnight,1
,,,bangbang,1
,,,banished,1
,,,banking,1
,,,banknotes,1
,,,bankrupt,1
,,,bankside,1
,,,bannons,1
French,French,,banshee,1
,,,bantry,1
French,French,,baptise,1
,,,baptised,1
,,,barang,1
"Old French,Greek,French,Latin,Sanskrit",Old French,Greek,barbarian,1
"Old French,French",Old French,French,barbarous,1
,,,barbary,1
,,,barbers,1
,,,barbs,1
,,,barcaroles,1
,,,barclay,1
,,,bardoor,1
,,,bareback,1
,,,barebum,1
,,,bareheaded,1
,,,barekneed,1
French,French,,barely,1
,,,barfloor,1
,,,bargained,1
"Old French,French",Old French,French,barge,1
,,,barges,1
,,,barging,1
,,,bargol,1
,,,barked,1
,,,barking,1
,,,barleycorn,1
,,,barleystraw,1
,,,barmecides,1
,,,barmirror,1
"Old French,French",Old French,French,barnacle,1
,,,barndoor,1
,,,barnfield,1
,,,barons,1
,,,barque,1
"French,Greek,Old French",French,Greek,barrack,1
,,,barraclough,1
,,,barrenness,1
,,,barricaded,1
,,,barring,1
,,,barrington,1
,,,barrington's,1
,,,barspongers,1
,,,bartholdy,1
,,,bartholomona,1
,,,baruch,1
,,,based,1
,,,basins,1
"Old French,French",Old French,French,basis,1
,,,basketcar,1
,,,basketchair,1
,,,bason,1
,,,bassi,1
,,,bassooned,1
"Greek,Old Norse,Old French,French,Latin,Norse,Sanskrit",Greek,Old Norse,bast,1
,,,bastile,1
,,,bated,1
,,,bathchair,1
,,,bathers,1
,,,baths,1
,,,bathslippers,1
,,,bathtowel,1
,,,batiste,1
,,,bats,1
,,,battened,1
"French,Old French",French,Old French,batter,1
,,,battersby,1
,,,battleship,1
"French,Old French",French,Old French,bauble,1
,,,baubles,1
"Old French,French,Latin,Greek",Old French,French,bawl,1
,,,bawns,1
,,,bawways,1
,,,bayed,1
,,,bays,1
,,,bbbbblllllblblblblobschbg,1
"Norse,Sanskrit,Old French,French,Latin,Greek",Norse,Sanskrit,beacon,1
,,,beaconjars,1
,,,beaked,1
"Old Norse,Norse,French,Sanskrit,German,Latin,Greek,Old French",Old Norse,Norse,beaker,1
,,,beamend,1
,,,beamy,1
"German,Old Norse,Greek,Norse,Old French,English,French,Sanskrit,Latin,Germanic",German,Old Norse,bean,1
,,,beanfeast,1
,,,beans,1
,,,beardframed,1
,,,beare,1
,,,bearish,1
,,,bears,1
,,,bearsgrease,1
,,,bearskin,1
,,,beatitudes,1
"French,Old French",French,Old French,beau,1
,,,beautifulinsadness,1
,,,beautify,1
,,,because—because,1
,,,bedchamber,1
,,,beddyhouse,1
,,,bedhead,1
,,,bedight,1
,,,bedlam,1
,,,bedpal,1
,,,bedpost,1
,,,bedraggled,1
,,,bedside,1
,,,bedsmiling,1
,,,bedstead,1
,,,bedthanes,1
,,,bedvow,1
,,,bedwarmed,1
,,,beefsteak,1
,,,beefsteaks,1
,,,beeftea,1
,,,beehive,1
,,,beeoteetom,1
,,,beerbohm,1
,,,beerfroth,1
,,,beery,1
,,,bees,1
,,,beeswaxed,1
,,,beethoven,1
"Old French,French",Old French,French,beetle,1
French,French,,beeves,1
,,,befit,1
,,,befitting,1
,,,beggarly,1
,,,begone,1
,,,begot,1
,,,beguiled,1
,,,behaving,1
,,,beholding,1
,,,behung,1
,,,beingless,1
"French,Old French",French,Old French,belch,1
"Old French,French",Old French,French,beldam,1
,,,belgians,1
,,,belgium,1
,,,belial,1
French,French,,belie,1
,,,belied,1
,,,believers,1
French,French,,belladonna,1
,,,bellchime,1
,,,belleisle,1
,,,bellhanger,1
,,,bellies,1
,,,bellowing,1
,,,bellshade,1
,,,bellwethers,1
,,,bellycrab,1
,,,bellyful,1
,,,bellying,1
,,,belonged,1
,,,belts,1
,,,bemired,1
,,,bemused,1
,,,benady,1
,,,benches,1
,,,benefaction,1
,,,benefits,1
"French,Old French",French,Old French,benign,1
,,,benignant,1
,,,benignly,1
,,,bensoulbenjamin,1
"French,Sanskrit,Latin,Old French,Greek",French,Sanskrit,benzoin,1
French,French,,bequest,1
,,,bequests,1
,,,bere,1
,,,bereavement,1
,,,berenice,1
,,,berkeley,1
,,,berries,1
,,,berth,1
,,,beseeching,1
"Sanskrit,Old French,French,Greek,Latin",Sanskrit,Old French,beset,1
,,,bespoke,1
,,,best's,1
,,,besteglinton,1
,,,bester,1
,,,besthearted,1
,,,bestialities,1
,,,bestknown,1
,,,bestrode,1
French,French,,beta,1
,,,beth,1
French,French,,bethel,1
,,,bethlehem,1
,,,bethought,1
,,,betokened,1
,,,betrayal,1
,,,betrayer,1
,,,bewept,1
,,,bewley,1
,,,beyant,1
,,,beyondre,1
,,,bias,1
,,,bicycles,1
"Norse,Greek,Old French,French,Latin,Sanskrit",Norse,Greek,bid,1
,,,bidder,1
,,,biddeth,1
"Greek,German,Old French,French,Latin,Sanskrit,Old Norse,Norse",Greek,German,bide,1
,,,bien,1
,,,bifurcated,1
,,,bigdrumming,1
,,,biggest,1
,,,biggish,1
,,,bights,1
,,,bilbos,1
"French,Old French",French,Old French,bile,1
,,,bilgewater,1
French,French,,biliary,1
"French,Old French,Greek",French,Old French,bilious,1
,,,billet,1
,,,billhook,1
,,,billiardmarking,1
,,,billies,1
,,,billing,1
,,,binbad,1
,,,binds,1
French,French,,bing,1
"French,Old French",French,Old French,binocular,1
,,,binomial,1
,,,bip,1
,,,birching,1
,,,birchwood,1
,,,birdcage,1
,,,birdnotes,1
,,,birthaiding,1
,,,birthmark,1
,,,birthplace,1
,,,birthplaces,1
,,,birthright,1
,,,births,1
,,,bis,1
,,,biscuitbox,1
,,,biscuitfully,1
,,,biscuitmush,1
,,,bisected,1
,,,bisection,1
,,,bishops,1
,,,bisley,1
,,,bispherical,1
,,,bissextile,1
,,,bitch's,1
,,,bitted,1
,,,bitten,1
,,,bitterer,1
,,,bitters,1
"French,Old French",French,Old French,bituminous,1
,,,biweekly,1
,,,bla,1
,,,blackbearded,1
French,French,,blackberry,1
,,,blackbird,1
,,,blackbottom,1
,,,blackburn,1
,,,blackbuttocker,1
,,,blacked,1
,,,blackedged,1
,,,blackened,1
,,,blacker,1
,,,blackguardism,1
,,,blackguardlooking,1
,,,blacking,1
,,,blackmail,1
,,,blacknailed,1
,,,blackrimmed,1
,,,blacks,1
,,,blacksmith,1
,,,blacksod,1
,,,blackspectacled,1
,,,bladderbags,1
,,,blades,1
French,French,,blancmange,1
,,,blandiloquence,1
,,,blanketcloth,1
,,,blanketed,1
,,,blarney,1
,,,blases,1
"French,Old French",French,Old French,blasphemous,1
,,,blasted,1
,,,blavatsky,1
"Old French,French",Old French,French,blaze,1
,,,blazure,1
,,,bleachworks,1
"French,Old French,Greek",French,Old French,bleak,1
