ranked languages,root language,second language,word,word count
,,,complimented,1
,,,compliments,1
"French,Old French",French,Old French,compose,1
,,,composed,1
,,,composure,1
,,,compromised,1
,,,conceded,1
,,,conceit,1
"Old French,French",Old French,French,conclave,1
French,French,,concrete,1
,,,condemned,1
,,,condensed,1
,,,condition,1
"French,Old French",French,Old French,conference,1
,,,confessed,1
,,,confession-box,1
"Old French,French",Old French,French,confessor,1
,,,confidentially,1
,,,confirmed,1
,,,confuse,1
,,,confusedly,1
French,French,,congenial,1
,,,connacht,1
,,,connived,1
French,French,,connubial,1
"French,Old French",French,Old French,conquer,1
"French,Old French",French,Old French,conqueror,1
"French,Greek,Old French,Latin,Sanskrit",French,Greek,conscience,1
,,,consciences,1
,,,consciousness,1
,,,consecutively,1
French,French,,considerable,1
,,,considerably,1
,,,considerately,1
"French,Old French",French,Old French,consideration,1
,,,consignor,1
,,,consisted,1
,,,consoled,1
"Old French,French",Old French,French,constabulary,1
"French,Old French",French,Old French,constitution,1
,,,constrained,1
"Old French,Greek,French",Old French,Greek,consumption,1
French,French,,contempt,1
,,,contented,1
,,,contentedly,1
French,French,,contents,1
,,,continentals,1
"French,Old French",French,Old French,continue,1
,,,contracted,1
,,,contracts,1
,,,contradictions,1
,,,contrast,1
,,,contusions,1
French,French,,convenient,1
,,,conventions,1
,,,converged,1
,,,conversing,1
"French,Old French",French,Old French,convex,1
,,,conveyed,1
French,French,,conviction,1
,,,convincing,1
,,,convulsed,1
,,,convulsively,1
,,,coping,1
French,French,,copious,1
,,,copiously,1
"German,Old Norse,Sanskrit,Norse,Old French,French,Latin,Greek",German,Old Norse,copper,1
,,,coppers,1
,,,cordially,1
,,,corks,1
,,,corkscrew—for,1
,,,corned,1
French,French,,corporation,1
,,,corroborated,1
French,French,,corruption,1
"French,Old French,Latin,Old Norse,Greek,Norse,Sanskrit",French,Old French,cottage,1
,,,cottages,1
"French,Old French",French,Old French,couch,1
"Greek,Old French,French,Sanskrit,Latin",Greek,Old French,cough,1
,,,couldn't,1
,,,councillors,1
,,,counter-orders,1
,,,countries,1
"French,Old French,Greek",French,Old French,county,1
,,,course—but,1
,,,coursing,1
,,,courted,1
"French,Old French,Greek",French,Old French,courteous,1
,,,courting,1
,,,courtship,1
,,,covering,1
,,,coverings,1
,,,covers,1
,,,covertly,1
"Germanic,English,German,Old Norse,Norse,Old French,French,American English,Greek,Sanskrit,Latin,Old English",Germanic,English,cow,1
,,,crabbed-looking,1
,,,crack,1
,,,crackers,1
,,,cranes,1
,,,craning,1
"French,Old French",French,Old French,cranny,1
,,,crawled,1
,,,craziness,1
,,,cream,1
,,,creased,1
,,,creases,1
,,,created,1
"French,Old French",French,Old French,creature,1
,,,creatures,1
"French,Greek,Latin,Sanskrit,Old French",French,Greek,credit,1
"Old French,French",Old French,French,creed,1
,,,crevices,1
French,French,,cricket,1
,,,crimson,1
,,,cripple,1
,,,criticisms,1
,,,critics,1
,,,croly,1
,,,crooked,1
,,,cropped,1
,,,cross-directions,1
,,,cross-examination,1
,,,crosses,1
,,,crossings,1
,,,cross—to,1
,,,crouching,1
,,,crowe,1
,,,crowned,1
,,,crumpled,1
,,,crunching,1
,,,crusade,1
,,,crush,1
"French,Latin,Old French,Greek,Old Norse,Sanskrit,Norse",French,Latin,crust,1
,,,crusts,1
French,French,,crux,1
,,,crux—that,1
,,,cultivated,1
,,,cunning,1
,,,cunningly,1
,,,curling,1
,,,curls,1
French,French,,currant,1
,,,curs,1
"Old French,Greek,Latin,French",Old French,Greek,curse,1
,,,curses,1
"French,Old French",French,Old French,custard,1
,,,customs,1
"Old French,French",Old French,French,cute,1
,,,cycling,1
,,,d'honneur,1
"French,Old French",French,Old French,dairy,1
,,,dairyman,1
,,,dalkey,1
,,,dancers,1
,,,dances,1
,,,dared,1
,,,darkest,1
,,,dart,1
,,,davy,1
,,,dawned,1
,,,daybreak,1
French,French,,de,1
,,,dead-room,1
French,French,,deadly,1
,,,deals,1
,,,dealt,1
"French,Old French",French,Old French,debonair,1
"French,Old French,Greek",French,Old French,debt,1
,,,debts,1
,,,decanters,1
,,,deceived,1
"French,Old French",French,Old French,deception,1
,,,decidedly,1
French,French,,decipher,1
French,French,,decisive,1
,,,decisively,1
"French,Old French",French,Old French,declare,1
,,,declared,1
,,,decorating,1
French,French,,decorous,1
"French,Old French",French,Old French,decrepit,1
"Germanic,Latin,German,Old French,English,French,Greek,Sanskrit,Old Norse,Norse",Germanic,Latin,deed,1
,,,deep-drawn,1
,,,deepened,1
,,,defence,1
"French,Old French,Greek",French,Old French,defend,1
,,,deferred,1
French,French,,defiance,1
French,French,,defiant,1
,,,defiantly,1
,,,defied,1
,,,defined,1
French,French,,definite,1
,,,definitely,1
"Old French,French,Greek",Old French,French,deft,1
"French,Old French,Greek",French,Old French,degree,1
,,,delayed,1
French,French,,deliberate,1
,,,deliberated,1
,,,delightful,1
,,,delivered,1
,,,delivering,1
French,French,,delusion,1
,,,demeanour,1
"French,Old French",French,Old French,demure,1
,,,denial,1
,,,denuded,1
,,,deoc,1
French,French,,departure,1
"French,Old French",French,Old French,depend,1
"French,Old French",French,Old French,deplorable,1
,,,deploring,1
,,,deposed,1
French,French,,deposit,1
,,,depositing,1
"French,Old French,Latin,Greek",French,Old French,depot,1
"French,Old French",French,Old French,deprecation,1
"French,Old French",French,Old French,depress,1
,,,derided,1
,,,descendant,1
,,,descendants,1
"French,Greek,Old French",French,Greek,descent,1
"French,Old French",French,Old French,describe,1
,,,deserved,1
,,,deservedly,1
,,,designed,1
,,,desired,1
,,,desires,1
"French,Old French",French,Old French,desist,1
,,,desisted,1
,,,desisting,1
,,,desperately,1
"French,Old French",French,Old French,despise,1
,,,despised,1
French,French,,dessert,1
,,,detached,1
French,French,,detachment,1
French,French,,detail,1
,,,detective,1
,,,deuced,1
,,,developed,1
,,,development,1
French,French,,device,1
,,,devines,1
French,French,,devious,1
,,,devising,1
,,,devlin,1
,,,devotions,1
"French,Old French",French,Old French,devout,1
"Old French,Sanskrit,French,Latin,English,Old Norse,Norse,Germanic,German,Greek",Old French,Sanskrit,dexterity,1
,,,dial,1
,,,dialogues,1
,,,diamond-bone,1
,,,diamonds,1
,,,differed,1
,,,differences,1
,,,differently,1
,,,difficulties,1
French,French,,diffidence,1
French,French,,diffident,1
,,,diffused,1
"French,Old French,Greek",French,Old French,dig,1
"French,Old French",French,Old French,diligence,1
,,,diligently,1
,,,diluted,1
,,,diminutive,1
,,,dimmed,1
"Sanskrit,Greek,Latin,Old French,French",Sanskrit,Greek,din,1
"French,Old French",French,Old French,dine,1
,,,dinged,1
,,,dinners,1
,,,dinorah,1
French,French,,direct,1
French,French,,directory,1
,,,disappointments,1
,,,disapproval,1
,,,disarray,1
,,,disbelieve,1
,,,disbelieved,1
"French,Old French",French,Old French,disc,1
,,,discharged,1
,,,discharging,1
"Old French,French",Old French,French,disciple,1
,,,discoloured,1
French,French,,discomfiture,1
,,,discomposed,1
,,,discontented,1
,,,discontinued,1
,,,discourse,1
,,,discourses,1
,,,discourteously,1
,,,discourtesy,1
,,,discovering,1
,,,discrepancies,1
,,,discussing,1
,,,discussions,1
,,,disfigured,1
,,,dishes,1
,,,disliked,1
"French,Old French,Greek",French,Old French,dismal,1
,,,dismally,1
,,,dismissed,1
,,,disordered,1
French,French,,dispel,1
,,,displaying,1
,,,disposing,1
"French,Old French",French,Old French,dispute,1
,,,dissipations,1
,,,dissolving,1
,,,dissuaded,1
,,,distantly,1
,,,distaste,1
,,,distended,1
,,,distillers,1
,,,distracted,1
,,,distressing,1
,,,distributed,1
"French,Old French,Latin,Greek",French,Old French,district,1
,,,disturbed,1
,,,disused,1
,,,ditto,1
,,,dived,1
,,,diverged,1
"Old French,French",Old French,French,divide,1
,,,divined,1
,,,diving,1
"Old French,Greek,French",Old French,Greek,docile,1
,,,docks,1
"French,Old French",French,Old French,doctrine,1
,,,documents,1
French,French,,dodder,1
,,,dodge,1
"Old French,French,Greek",Old French,French,dogma,1
"Old French,French",Old French,French,doll,1
"French,Old French,Greek",French,Old French,dollar,1
,,,dolling,1
"French,Old French",French,Old French,dominant,1
"French,Old French,Greek,Norse,Sanskrit,Latin",French,Old French,donation,1
,,,donna,1
,,,door-knocker,1
,,,doorways,1
,,,dorset,1
,,,doruis—that,1
,,,dosed,1
,,,doubly,1
,,,doubted,1
French,French,,downright,1
French,French,,downward,1
,,,downwards,1
"French,Latin,Old French,Greek,Sanskrit",French,Latin,dowry,1
,,,doyle,1
"French,Old French",French,Old French,doze,1
,,,dozing,1
,,,dr,1
"Old French,French",Old French,French,drag,1
,,,draped,1
French,French,,draper,1
,,,drawers,1
,,,dreadfully,1
,,,dreamed,1
,,,dreamt,1
,,,dress-boots,1
,,,dressingroom,1
,,,dribbled,1
,,,drifted,1
,,,drill,1
,,,drivers,1
,,,drizzling,1
"Sanskrit,Old French,French,Latin,Greek",Sanskrit,Old French,drone,1
"Old French,French",Old French,French,drown,1
,,,drowsed,1
"Old French,French",Old French,French,drum,1
,,,dublin—tietjens,1
,,,duchess—a,1
,,,duckie,1
"French,Old French",French,Old French,due,1
,,,duly,1
,,,dumb-bells,1
,,,dunn,1
,,,dunne,1
,,,dunns,1
,,,dusky,1
,,,dusted,1
,,,dutifully,1
,,,dwarf,1
"Greek,Norse,Old French,French,Sanskrit,Latin",Greek,Norse,dwell,1
,,,dwellings,1
,,,dwelt,1
,,,dwindling,1
,,,dwyer,1
,,,e,1
,,,eagerness,1
"Latin,Greek,Old French,French",Latin,Greek,earl,1
,,,earlier,1
,,,earlsfort,1
,,,earshot,1
,,,easily,1
,,,eating-house,1
French,French,,ebullient,1
"Old French,French,Greek,Latin",Old French,French,echo,1
,,,eclogues,1
,,,ecod,1
"French,Greek,Old French",French,Greek,ecstasy,1
,,,eddie,1
,,,edges,1
,,,editions,1
,,,edmund,1
,,,eet,1
,,,effaced,1
,,,effectively,1
"English,American English,French,Norse,Old French,Old English,Germanic,Greek,Sanskrit,Latin,German,Old Norse",English,American English,egg,1
,,,egg-shaped,1
,,,eggs,1
,,,eider-down,1
,,,eight-o'clock,1
,,,eire,1
,,,elastically,1
,,,elated,1
,,,elates,1
,,,elbowed,1
,,,elected,1
,,,electric-light,1
,,,electrician,1
"French,Old French,Greek",French,Old French,elegance,1
,,,elegantly,1
,,,elements,1
"German,Old Norse,Norse,Old French,French,Greek,Latin,Sanskrit",German,Old Norse,eleven,1
,,,ellen,1
"French,Old French",French,Old French,eloquence,1
French,French,,elsewhere,1
,,,else—ay,1
,,,elucidating,1
,,,ely,1
"French,Old French",French,Old French,embellish,1
,,,embittered,1
,,,embraced,1
French,French,,embrasure,1
,,,emerged,1
,,,emerging,1
,,,emily,1
,,,emotional,1
,,,emotionalised,1
,,,emotions,1
,,,emphasised,1
French,French,,employment,1
,,,enable,1
"French,Old French,Greek",French,Old French,enchantment,1
,,,encores,1
,,,encouraging,1
,,,encumbered,1
,,,endeavour,1
,,,endeavours,1
"Latin,French,Old French,Greek",Latin,French,endless,1
"French,Old French,Greek",French,Old French,endure,1
"French,Old French",French,Old French,energetic,1
,,,energetically,1
French,French,,enforce,1
"French,Greek,Old French,Latin",French,Greek,engage,1
,,,engagements,1
,,,engines,1
,,,enjoyment,1
French,French,,enlist,1
,,,enlivened,1
"French,Old French",French,Old French,enmity,1
,,,ensured,1
French,French,,enterprise,1
,,,entertained,1
French,French,,enthusiast,1
French,French,,enthusiastic,1
French,French,,entry,1
,,,enunciated,1
French,French,,enunciation,1
French,French,,envelope,1
,,,enviously,1
"French,Greek,Old French",French,Greek,epileptic,1
,,,equal,1
,,,equally,1
"French,Old French",French,Old French,equation,1
,,,equipoise,1
"Latin,Norse,Old French,French,Greek,Sanskrit",Latin,Norse,errand,1
,,,errors,1
,,,escaladed,1
,,,escaped—the,1
,,,establishing,1
,,,establishments,1
"French,Old French,Greek,Latin",French,Old French,estate,1
,,,esteemed,1
"French,Old French,Greek,Latin",French,Old French,eternal,1
,,,ethical,1
,,,eucharist,1
,,,euclid,1
,,,europe,1
,,,eustace,1
,,,eva,1
"French,Old French",French,Old French,evasive,1
,,,evenly—an,1
,,,ever-changing,1
,,,everlasting,1
French,French,,everywhere,1
,,,eves,1
"French,Old French",French,Old French,evident,1
,,,evils,1
"Old French,French",Old French,French,evocation,1
,,,evoked,1
,,,evoking,1
,,,evvy,1
,,,exactions,1
"French,Old French",French,Old French,exactitude,1
French,French,,exaggeration,1
,,,exalted,1
"French,Old French",French,Old French,excess,1
,,,exchanging,1
"French,Old French",French,Old French,exclaim,1
,,,exclaiming,1
,,,excluded,1
"French,Old French",French,Old French,excursion,1
,,,excused,1
French,French,,execrate,1
"French,Old French",French,Old French,execute,1
,,,executed,1
,,,exemplars,1
,,,exertions,1
"French,Old French",French,Old French,exhibition,1
,,,exhilarating,1
,,,exonerated,1
"French,Greek,Old French,Latin,Sanskrit",French,Greek,exotic,1
,,,expectantly,1
,,,expert,1
,,,expired,1
French,French,,explanation,1
,,,exploded,1
"French,Old French",French,Old French,explore,1
,,,exposed,1
,,,expressions,1
"French,Old French",French,Old French,exquisite,1
French,French,,extensive,1
,,,extinguished,1
French,French,,extract,1
French,French,,extraordinary,1
French,French,,eyebrow,1
,,,eyeglasses,1
,,,facing,1
French,French,,fade,1
,,,fading,1
,,,fainted,1
,,,faints,1
,,,fair-haired,1
French,French,,faithful,1
"Old French,French",Old French,French,falsetto,1
"French,Old French",French,Old French,familiarity,1
"French,Old French,Greek",French,Old French,famous,1
,,,fanlight,1
,,,farcical,1
"Sanskrit,Latin,Greek,French,Old French",Sanskrit,Latin,farthing,1
,,,fascinated,1
,,,fashionable,1
,,,faster,1
,,,father-in-law,1
,,,fatty,1
French,French,,fatuous,1
,,,faults,1
,,,favoured,1
,,,fearless,1
"Latin,Old Norse,Old French,French,Greek,Norse,Sanskrit",Latin,Old Norse,feather,1
,,,feats,1
,,,february,1
,,,feed,1
,,,feelings,1
,,,feels,1
,,,fees,1
,,,feis,1
,,,felicitous,1
,,,fellow-catholics,1
,,,fellow-clerks,1
,,,fellow-men,1
,,,fellow-sufferer,1
,,,fellow-travellers,1
,,,fellow——,1
,,,fender,1
,,,fenians,1
,,,ferns,1
,,,ferreted,1
"French,Greek,Old French,Latin",French,Greek,feudal,1
"German,Greek,Old French,Latin,Norse,Sanskrit,French,English,Germanic,Old Norse",German,Greek,fever,1
,,,fide,1
,,,field—the,1
"French,Greek,Old French,Sanskrit,Latin",French,Greek,fierce,1
French,French,,fiery,1
"Greek,Sanskrit,French,Old French,Latin",Greek,Sanskrit,fifty,1
,,,figures—on,1
"Latin,Old Norse,Old French,French,Greek,Sanskrit,Norse",Latin,Old Norse,fill,1
,,,filling,1
"Sanskrit,Old French,French,Greek,Latin",Sanskrit,Old French,filth,1
,,,filthy,1
French,French,,finances,1
,,,financial,1
French,French,,financier,1
,,,finery,1
,,,finest,1
,,,fingering,1
,,,finishing,1
,,,finlay,1
,,,fires,1
,,,first-comer,1
,,,first-rate,1
"Old English,Germanic,Norse,Sanskrit,Old French,French,Irish,English,Greek,Latin,German,Old Norse,Welsh,American English",Old English,Germanic,fish,1
"Norse,Sanskrit,French,Old French,Greek,Latin",Norse,Sanskrit,fisher,1
,,,fishermen,1
,,,fists,1
"French,Old French",French,Old French,flaccid,1
,,,flakes,1
,,,flames,1
,,,flanked,1
"Greek,French,Old French",Greek,French,flannel,1
,,,flaring,1
,,,flashed,1
,,,flashing,1
,,,flattered,1
French,French,,flattery,1
,,,flesh,1
,,,fleshy,1
,,,flickering,1
,,,flies,1
"Old French,Latin,Greek,French",Old French,Latin,flinch,1
,,,flinging,1
,,,flirted,1
,,,floated,1
,,,floating,1
"Old French,Greek,French",Old French,Greek,flock,1
,,,florentines,1
"French,Old French",French,Old French,florid,1
"French,Greek,Latin,Old French",French,Greek,florin,1
,,,flourish,1
,,,floury,1
,,,flowered,1
French,French,,flutter,1
"Latin,Old Norse,Old French,French,Greek,Norse,Sanskrit",Latin,Old Norse,fly,1
French,French,,flying,1
,,,foes,1
,,,fol-the-diddle-i-do,1
"Germanic,English,Old Norse,Sanskrit,Norse,Old French,French,German,Latin,Greek",Germanic,English,fold,1
,,,folding,1
,,,folds,1
French,French,,follies,1
"Old French,French",Old French,French,folly,1
,,,fooled,1
,,,fooling,1
,,,footing,1
,,,footpaths,1
"Norse,Sanskrit,Old French,French,Greek,Latin",Norse,Sanskrit,forbid,1
,,,forbidden,1
French,French,,force,1
,,,forces,1
,,,forcing,1
,,,forefinger,1
"Old French,Latin,Greek,French",Old French,Latin,foreman,1
French,French,,forfeit,1
,,,forgets,1
"Greek,Norse,Old French,French,Latin,Sanskrit",Greek,Norse,forgive,1
,,,formally,1
,,,formless,1
,,,forms,1
"Latin,French,Old French,Greek",Latin,French,forsake,1
French,French,,fortunate,1
"French,Old French",French,Old French,fortune,1
,,,fortunes,1
"Norse,Sanskrit,French,Old French,Greek,Latin",Norse,Sanskrit,forty,1
,,,forty-three,1
,,,four-handed,1
,,,fourpence,1
,,,fourpence—ay—and,1
"Sanskrit,French,Old French,Greek,Latin",Sanskrit,French,fourteen,1
,,,fownes,1
,,,foxes,1
,,,fractured,1
"French,Old French",French,Old French,fragile,1
"French,Old French",French,Old French,fragility,1
,,,frailer,1
,,,framework,1
,,,francois,1
,,,frank-mannered,1
"Old French,French",Old French,French,freak,1
,,,freckled,1
,,,free-thinking,1
,,,freed,1
"Latin,French,Old French,Greek",Latin,French,freedom,1
French,French,,freemason,1
,,,freemasons,1
,,,frenzy,1
"French,Greek,Old French",French,Greek,frequent,1
,,,frequently,1
,,,friend's,1
"French,Old French,Greek",French,Old French,frieze,1
,,,frightened,1
,,,frill,1
,,,fringed,1
French,French,,frontal,1
,,,fruit-stand,1
,,,fugitive,1
,,,fulfil,1
,,,fulham,1
French,French,,fullness,1
,,,fumes,1
,,,funds,1
,,,funny,1
"French,Old French,Latin,Greek",French,Old French,furious,1
,,,furry,1
"French,Old French",French,Old French,furtive,1
,,,g,1
"Old French,French,Greek",Old French,French,gab,1
,,,gabriel's,1
,,,gaining,1
"French,Old French",French,Old French,gait,1
,,,gaiters,1
,,,galaher,1
,,,gallantries,1
,,,gallicism,1
,,,galloped,1
"French,Greek,Old French",French,Greek,galoshes,1
,,,gang,1
,,,gaping,1
,,,gaps,1
"French,Greek,Old French,Sanskrit,Latin",French,Greek,garcon,1
,,,garments,1
"Old French,French,Greek,Latin",Old French,French,garrulous,1
,,,gasping,1
French,French,,gathering,1
"Latin,Old French,Greek,French",Latin,Old French,gaudy,1
,,,gauging,1
French,French,,gauntlet,1
,,,gavan,1
,,,gazers,1
,,,geese,1
,,,generously,1
"French,Old French",French,Old French,genteel,1
"French,Old French",French,Old French,gentility,1
"French,Greek,Old French",French,Greek,geography,1
,,,georgina,1
,,,germans,1
,,,germany,1
French,French,,ghostly,1
,,,gifted,1
French,French,,gilded,1
,,,gilt-rimmed,1
,,,girdled,1
,,,girlish,1
,,,girt,1
,,,giuglini,1
,,,glance,1
,,,glass-stoppers,1
,,,gleamed,1
,,,glimmering,1
,,,glittered,1
,,,globes,1
"French,Old French",French,Old French,globular,1
,,,gloves,1
"French,Old French,Greek",French,Old French,glue,1
,,,glue-boiler,1
,,,glynn's,1
,,,gnawed,1
"Old French,French",Old French,French,gnomon,1
,,,god-fearing,1
,,,godspeed,1
,,,goer,1
,,,gold-rimmed,1
,,,goldberg,1
,,,gone—even,1
,,,gongs,1
,,,good-fellowship,1
,,,good-humouredly,1
,,,good-nights,1
,,,goodly,1
,,,goodnight,1
French,French,,goods,1
,,,gossiping,1
,,,goster,1
,,,governed,1
,,,go——,1
,,,gracefully,1
,,,grade,1
,,,grains,1
"French,Greek,Old French,Latin",French,Greek,grammar,1
,,,grandest,1
"French,Old French",French,Old French,grandfather,1
"French,Latin,Old French,Greek",French,Latin,grandiose,1
